,FPR_bayes-optimal-cora-GCN-MI,TPR_bayes-optimal-cora-GCN-MI
0,0.0,0.0
1,0.0,0.0007385524372230429
2,0.0,0.014032496307237814
3,0.0007385524372230429,0.014032496307237814
4,0.0007385524372230429,0.019202363367799114
5,0.0014771048744460858,0.019202363367799114
6,0.0014771048744460858,0.022156573116691284
7,0.0022156573116691287,0.022156573116691284
8,0.0022156573116691287,0.028064992614475627
9,0.0029542097488921715,0.028064992614475627
10,0.0029542097488921715,0.03840472673559823
11,0.003692762186115214,0.03840472673559823
12,0.003692762186115214,0.0413589364844904
13,0.004431314623338257,0.0413589364844904
14,0.004431314623338257,0.04283604135893648
15,0.0051698670605613,0.04283604135893648
16,0.0051698670605613,0.04357459379615953
17,0.005908419497784343,0.04357459379615953
18,0.005908419497784343,0.04874446085672083
19,0.0066469719350073855,0.04874446085672083
20,0.0066469719350073855,0.0568685376661743
21,0.007385524372230428,0.0568685376661743
22,0.007385524372230428,0.0620384047267356
23,0.00812407680945347,0.0620384047267356
24,0.00812407680945347,0.0672082717872969
25,0.008862629246676515,0.0672082717872969
26,0.008862629246676515,0.07016248153618906
27,0.009601181683899557,0.07016248153618906
28,0.009601181683899557,0.07902511078286559
29,0.0103397341211226,0.07902511078286559
30,0.0103397341211226,0.08493353028064993
31,0.011078286558345642,0.08493353028064993
32,0.011078286558345642,0.08714918759231906
33,0.012555391432791729,0.08714918759231906
34,0.012555391432791729,0.09748892171344166
35,0.014032496307237814,0.09748892171344166
36,0.014032496307237814,0.10265878877400296
37,0.014771048744460856,0.10265878877400296
38,0.014771048744460856,0.10782865583456426
39,0.0155096011816839,0.10782865583456426
40,0.0155096011816839,0.11004431314623338
41,0.01624815361890694,0.11004431314623338
42,0.01624815361890694,0.11447562776957164
43,0.016986706056129987,0.11447562776957164
44,0.016986706056129987,0.12112259970457903
45,0.01772525849335303,0.12112259970457903
46,0.01772525849335303,0.12629246676514033
47,0.01846381093057607,0.12629246676514033
48,0.01846381093057607,0.12850812407680945
49,0.019202363367799114,0.12850812407680945
50,0.019202363367799114,0.12998522895125553
51,0.019940915805022157,0.12998522895125553
52,0.019940915805022157,0.1307237813884786
53,0.0206794682422452,0.1307237813884786
54,0.0206794682422452,0.1329394387001477
55,0.022156573116691284,0.1329394387001477
56,0.022156573116691284,0.1344165435745938
57,0.022895125553914326,0.1344165435745938
58,0.022895125553914326,0.13737075332348597
59,0.024372230428360415,0.13737075332348597
60,0.024372230428360415,0.14623338257016247
61,0.0258493353028065,0.14623338257016247
62,0.0258493353028065,0.14918759231905465
63,0.026587887740029542,0.14918759231905465
64,0.026587887740029542,0.15214180206794684
65,0.027326440177252585,0.15214180206794684
66,0.027326440177252585,0.15435745937961595
67,0.028064992614475627,0.15435745937961595
68,0.028064992614475627,0.16100443131462333
69,0.02880354505169867,0.16100443131462333
70,0.02880354505169867,0.16174298375184637
71,0.029542097488921712,0.16174298375184637
72,0.029542097488921712,0.16469719350073855
73,0.030280649926144758,0.16469719350073855
74,0.030280649926144758,0.16986706056129985
75,0.0310192023633678,0.16986706056129985
76,0.0310192023633678,0.17134416543574593
77,0.03175775480059084,0.17134416543574593
78,0.03175775480059084,0.172821270310192
79,0.03249630723781388,0.172821270310192
80,0.03249630723781388,0.17946824224519942
81,0.033973412112259974,0.17946824224519942
82,0.033973412112259974,0.18389955686853768
83,0.0361890694239291,0.18389955686853768
84,0.0361890694239291,0.18463810930576072
85,0.03766617429837518,0.18463810930576072
86,0.03766617429837518,0.18759231905465287
87,0.03840472673559823,0.18759231905465287
88,0.03840472673559823,0.18906942392909898
89,0.03988183161004431,0.18906942392909898
90,0.03988183161004431,0.1986706056129985
91,0.042097488921713444,0.1986706056129985
92,0.042097488921713444,0.20014771048744462
93,0.04283604135893648,0.20014771048744462
94,0.04283604135893648,0.20088626292466766
95,0.04357459379615953,0.20088626292466766
96,0.04357459379615953,0.20457902511078285
97,0.04431314623338257,0.20457902511078285
98,0.04431314623338257,0.20974889217134415
99,0.04579025110782865,0.20974889217134415
100,0.04579025110782865,0.21122599704579026
101,0.047267355982274745,0.21122599704579026
102,0.047267355982274745,0.2119645494830133
103,0.04874446085672083,0.2119645494830133
104,0.04874446085672083,0.21418020679468242
105,0.04948301329394387,0.21418020679468242
106,0.04948301329394387,0.21491875923190545
107,0.050221565731166914,0.21491875923190545
108,0.050221565731166914,0.21935007385524372
109,0.051698670605613,0.21935007385524372
110,0.051698670605613,0.22304283604135894
111,0.05243722304283604,0.22304283604135894
112,0.05243722304283604,0.22451994091580502
113,0.053175775480059084,0.22451994091580502
114,0.053175775480059084,0.22525849335302806
115,0.05391432791728213,0.22525849335302806
116,0.05391432791728213,0.23042836041358936
117,0.05465288035450517,0.23042836041358936
118,0.05465288035450517,0.23707533234859676
119,0.055391432791728215,0.23707533234859676
120,0.055391432791728215,0.23855243722304284
121,0.0568685376661743,0.23855243722304284
122,0.0568685376661743,0.24741506646971936
123,0.05760709010339734,0.24741506646971936
124,0.05760709010339734,0.25036927621861155
