,FPR_bayes-optimal-cora-GCN-MCMC,TPR_bayes-optimal-cora-GCN-MCMC
0,0.0,0.0
1,0.0,0.0007385524372230429
2,0.0,0.011078286558345642
3,0.0007385524372230429,0.011078286558345642
4,0.0007385524372230429,0.0206794682422452
5,0.0014771048744460858,0.0206794682422452
6,0.0014771048744460858,0.03914327917282127
7,0.0022156573116691287,0.03914327917282127
8,0.0022156573116691287,0.045051698670605614
9,0.0029542097488921715,0.045051698670605614
10,0.0029542097488921715,0.06868537666174299
11,0.003692762186115214,0.06868537666174299
12,0.003692762186115214,0.0723781388478582
13,0.004431314623338257,0.0723781388478582
14,0.004431314623338257,0.07607090103397342
15,0.0051698670605613,0.07607090103397342
16,0.0051698670605613,0.0775480059084195
17,0.005908419497784343,0.0775480059084195
18,0.005908419497784343,0.08345642540620384
19,0.0066469719350073855,0.08345642540620384
20,0.0066469719350073855,0.08419497784342689
21,0.007385524372230428,0.08419497784342689
22,0.007385524372230428,0.09084194977843427
23,0.00812407680945347,0.09084194977843427
24,0.00812407680945347,0.09527326440177253
25,0.008862629246676515,0.09527326440177253
26,0.008862629246676515,0.1019202363367799
27,0.0103397341211226,0.1019202363367799
28,0.0103397341211226,0.10413589364844904
29,0.011078286558345642,0.10413589364844904
30,0.011078286558345642,0.11669128508124077
31,0.011816838995568686,0.11669128508124077
32,0.011816838995568686,0.11816838995568685
33,0.012555391432791729,0.11816838995568685
34,0.012555391432791729,0.12333825701624815
35,0.013293943870014771,0.12333825701624815
36,0.013293943870014771,0.1255539143279173
37,0.0155096011816839,0.1255539143279173
38,0.0155096011816839,0.12850812407680945
39,0.01624815361890694,0.12850812407680945
40,0.01624815361890694,0.1307237813884786
41,0.016986706056129987,0.1307237813884786
42,0.016986706056129987,0.1395864106351551
43,0.01846381093057607,0.1395864106351551
44,0.01846381093057607,0.14032496307237813
45,0.0206794682422452,0.14032496307237813
46,0.0206794682422452,0.14918759231905465
47,0.022156573116691284,0.14918759231905465
48,0.022156573116691284,0.15214180206794684
49,0.022895125553914326,0.15214180206794684
50,0.022895125553914326,0.15288035450516987
51,0.025110782865583457,0.15288035450516987
52,0.025110782865583457,0.15583456425406203
53,0.0258493353028065,0.15583456425406203
54,0.0258493353028065,0.1587887740029542
55,0.027326440177252585,0.1587887740029542
56,0.027326440177252585,0.16912850812407682
57,0.028064992614475627,0.16912850812407682
58,0.028064992614475627,0.16986706056129985
59,0.029542097488921712,0.16986706056129985
60,0.029542097488921712,0.1757754800590842
61,0.030280649926144758,0.1757754800590842
62,0.030280649926144758,0.18463810930576072
63,0.03249630723781388,0.18463810930576072
64,0.03249630723781388,0.19054652880354506
65,0.03323485967503693,0.19054652880354506
66,0.03323485967503693,0.1986706056129985
67,0.033973412112259974,0.1986706056129985
68,0.033973412112259974,0.20457902511078285
69,0.03471196454948301,0.20457902511078285
70,0.03471196454948301,0.21344165435745938
71,0.03545051698670606,0.21344165435745938
72,0.03545051698670606,0.22008862629246675
73,0.0361890694239291,0.22008862629246675
74,0.0361890694239291,0.2259970457902511
75,0.03692762186115214,0.2259970457902511
76,0.03692762186115214,0.2274741506646972
77,0.03766617429837518,0.2274741506646972
78,0.03766617429837518,0.2311669128508124
79,0.03914327917282127,0.2311669128508124
80,0.03914327917282127,0.2378138847858198
81,0.03988183161004431,0.2378138847858198
82,0.03988183161004431,0.23855243722304284
83,0.04062038404726736,0.23855243722304284
84,0.04062038404726736,0.24076809453471196
85,0.0413589364844904,0.24076809453471196
86,0.0413589364844904,0.2429837518463811
87,0.04283604135893648,0.2429837518463811
88,0.04283604135893648,0.24519940915805022
89,0.04431314623338257,0.24519940915805022
90,0.04431314623338257,0.24741506646971936
91,0.045051698670605614,0.24741506646971936
92,0.045051698670605614,0.2533234859675037
93,0.04579025110782865,0.2533234859675037
94,0.04579025110782865,0.2548005908419498
95,0.047267355982274745,0.2548005908419498
96,0.047267355982274745,0.25627769571639586
97,0.048005908419497784,0.25627769571639586
98,0.048005908419497784,0.26070901033973415
99,0.04948301329394387,0.26070901033973415
100,0.04948301329394387,0.2621861152141802
101,0.050221565731166914,0.2621861152141802
102,0.050221565731166914,0.2636632200886263
103,0.05096011816838995,0.2636632200886263
104,0.05096011816838995,0.26661742983751846
105,0.05243722304283604,0.26661742983751846
106,0.05243722304283604,0.2673559822747415
107,0.05391432791728213,0.2673559822747415
108,0.05391432791728213,0.2688330871491876
109,0.05465288035450517,0.2688330871491876
110,0.05465288035450517,0.2695716395864106
111,0.055391432791728215,0.2695716395864106
112,0.055391432791728215,0.2740029542097489
113,0.056129985228951254,0.2740029542097489
114,0.056129985228951254,0.27474150664697194
115,0.0568685376661743,0.27474150664697194
116,0.0568685376661743,0.27695716395864106
117,0.05760709010339734,0.27695716395864106
118,0.05760709010339734,0.2858197932053176
119,0.058345642540620385,0.2858197932053176
120,0.058345642540620385,0.28729689807976366
121,0.059084194977843424,0.28729689807976366
122,0.059084194977843424,0.2895125553914328
123,0.05982274741506647,0.2895125553914328
124,0.05982274741506647,0.29098966026587886
