,FPR_bayes-optimal-cora-GCN-MI,TPR_bayes-optimal-cora-GCN-MI,FPR_bayes-optimal-cora-GCN-MCMC,TPR_bayes-optimal-cora-GCN-MCMC,FPR_bayes-optimal-cora-GCN-MIA0,TPR_bayes-optimal-cora-GCN-MIA0
0,0.0,0.0,,,,
1,0.0,0.0007385524372230429,,,,
2,0.0,0.011816838995568686,,,,
3,0.0007385524372230429,0.011816838995568686,,,,
4,0.0007385524372230429,0.013293943870014771,,,,
5,0.0014771048744460858,0.013293943870014771,,,,
6,0.0014771048744460858,0.016986706056129987,,,,
7,0.0022156573116691287,0.016986706056129987,,,,
8,0.0022156573116691287,0.019940915805022157,,,,
9,0.0029542097488921715,0.019940915805022157,,,,
10,0.0029542097488921715,0.023633677991137372,,,,
11,0.004431314623338257,0.023633677991137372,,,,
12,0.004431314623338257,0.026587887740029542,,,,
13,0.0051698670605613,0.026587887740029542,,,,
14,0.0051698670605613,0.03323485967503693,,,,
15,0.005908419497784343,0.03323485967503693,,,,
16,0.005908419497784343,0.03914327917282127,,,,
17,0.0066469719350073855,0.03914327917282127,,,,
18,0.0066469719350073855,0.048005908419497784,,,,
19,0.00812407680945347,0.048005908419497784,,,,
20,0.00812407680945347,0.053175775480059084,,,,
21,0.008862629246676515,0.053175775480059084,,,,
22,0.008862629246676515,0.06351550960118169,,,,
23,0.011078286558345642,0.06351550960118169,,,,
24,0.011078286558345642,0.07607090103397342,,,,
25,0.011816838995568686,0.07607090103397342,,,,
26,0.011816838995568686,0.07680945347119646,,,,
27,0.014032496307237814,0.07680945347119646,,,,
28,0.014032496307237814,0.07902511078286559,,,,
29,0.014771048744460856,0.07902511078286559,,,,
30,0.014771048744460856,0.08050221565731167,,,,
31,0.0155096011816839,0.08050221565731167,,,,
32,0.0155096011816839,0.08936484490398819,,,,
33,0.016986706056129987,0.08936484490398819,,,,
34,0.016986706056129987,0.09453471196454949,,,,
35,0.01846381093057607,0.09453471196454949,,,,
36,0.01846381093057607,0.10044313146233383,,,,
37,0.019202363367799114,0.10044313146233383,,,,
38,0.019202363367799114,0.10413589364844904,,,,
39,0.019940915805022157,0.10413589364844904,,,,
40,0.019940915805022157,0.11152141802067947,,,,
41,0.0206794682422452,0.11152141802067947,,,,
42,0.0206794682422452,0.11225997045790251,,,,
43,0.02141802067946824,0.11225997045790251,,,,
44,0.02141802067946824,0.11299852289512555,,,,
45,0.022156573116691284,0.11299852289512555,,,,
46,0.022156573116691284,0.11669128508124077,,,,
47,0.022895125553914326,0.11669128508124077,,,,
48,0.022895125553914326,0.11964549483013294,,,,
49,0.023633677991137372,0.11964549483013294,,,,
50,0.023633677991137372,0.12186115214180207,,,,
51,0.0258493353028065,0.12186115214180207,,,,
52,0.0258493353028065,0.1240768094534712,,,,
53,0.027326440177252585,0.1240768094534712,,,,
54,0.027326440177252585,0.12850812407680945,,,,
55,0.02880354505169867,0.12850812407680945,,,,
56,0.02880354505169867,0.1292466765140325,,,,
57,0.029542097488921712,0.1292466765140325,,,,
58,0.029542097488921712,0.1329394387001477,,,,
59,0.030280649926144758,0.1329394387001477,,,,
60,0.030280649926144758,0.13737075332348597,,,,
61,0.0310192023633678,0.13737075332348597,,,,
62,0.0310192023633678,0.14032496307237813,,,,
63,0.03175775480059084,0.14032496307237813,,,,
64,0.03175775480059084,0.1410635155096012,,,,
65,0.03249630723781388,0.1410635155096012,,,,
66,0.03249630723781388,0.14180206794682423,,,,
67,0.033973412112259974,0.14180206794682423,,,,
68,0.033973412112259974,0.14918759231905465,,,,
69,0.03471196454948301,0.14918759231905465,,,,
70,0.03471196454948301,0.15140324963072377,,,,
71,0.03840472673559823,0.15140324963072377,,,,
72,0.03840472673559823,0.15214180206794684,,,,
73,0.03914327917282127,0.15214180206794684,,,,
74,0.03914327917282127,0.15288035450516987,,,,
75,0.03988183161004431,0.15288035450516987,,,,
76,0.03988183161004431,0.15583456425406203,,,,
77,0.04062038404726736,0.15583456425406203,,,,
78,0.04062038404726736,0.15805022156573117,,,,
79,0.0413589364844904,0.15805022156573117,,,,
80,0.0413589364844904,0.1587887740029542,,,,
81,0.042097488921713444,0.1587887740029542,,,,
82,0.042097488921713444,0.16100443131462333,,,,
83,0.04283604135893648,0.16100443131462333,,,,
84,0.04283604135893648,0.16322008862629248,,,,
85,0.04357459379615953,0.16322008862629248,,,,
86,0.04357459379615953,0.16469719350073855,,,,
87,0.04431314623338257,0.16469719350073855,,,,
88,0.04431314623338257,0.16838995568685378,,,,
89,0.04579025110782865,0.16838995568685378,,,,
90,0.04579025110782865,0.17134416543574593,,,,
91,0.047267355982274745,0.17134416543574593,,,,
92,0.047267355982274745,0.17208271787296897,,,,
93,0.048005908419497784,0.17208271787296897,,,,
94,0.048005908419497784,0.17355982274741508,,,,
95,0.04874446085672083,0.17355982274741508,,,,
96,0.04874446085672083,0.1779911373707533,,,,
97,0.04948301329394387,0.1779911373707533,,,,
98,0.04948301329394387,0.17946824224519942,,,,
99,0.050221565731166914,0.17946824224519942,,,,
