,FPR_bayes-optimal-cora-GCN-MIA0,TPR_bayes-optimal-cora-GCN-MIA0
0,0.0,0.0
1,0.0,0.0007385524372230429
2,0.0,0.013293943870014771
3,0.0014771048744460858,0.013293943870014771
4,0.0014771048744460858,0.0155096011816839
5,0.0022156573116691287,0.0155096011816839
6,0.0022156573116691287,0.01772525849335303
7,0.0029542097488921715,0.01772525849335303
8,0.0029542097488921715,0.01846381093057607
9,0.003692762186115214,0.01846381093057607
10,0.003692762186115214,0.019940915805022157
11,0.004431314623338257,0.019940915805022157
12,0.004431314623338257,0.026587887740029542
13,0.0051698670605613,0.026587887740029542
14,0.0051698670605613,0.03323485967503693
15,0.005908419497784343,0.03323485967503693
16,0.005908419497784343,0.03545051698670606
17,0.0066469719350073855,0.03545051698670606
18,0.0066469719350073855,0.0361890694239291
19,0.007385524372230428,0.0361890694239291
20,0.007385524372230428,0.0413589364844904
21,0.008862629246676515,0.0413589364844904
22,0.008862629246676515,0.04431314623338257
23,0.009601181683899557,0.04431314623338257
24,0.009601181683899557,0.0465288035450517
25,0.011816838995568686,0.0465288035450517
26,0.011816838995568686,0.05096011816838995
27,0.012555391432791729,0.05096011816838995
28,0.012555391432791729,0.051698670605613
29,0.013293943870014771,0.051698670605613
30,0.013293943870014771,0.053175775480059084
31,0.014771048744460856,0.053175775480059084
32,0.014771048744460856,0.056129985228951254
33,0.0155096011816839,0.056129985228951254
34,0.0155096011816839,0.058345642540620385
35,0.01624815361890694,0.058345642540620385
36,0.01624815361890694,0.06573116691285082
37,0.01772525849335303,0.06573116691285082
38,0.01772525849335303,0.0672082717872969
39,0.01846381093057607,0.0672082717872969
40,0.01846381093057607,0.07163958641063516
41,0.019940915805022157,0.07163958641063516
42,0.019940915805022157,0.07533234859675036
43,0.0206794682422452,0.07533234859675036
44,0.0206794682422452,0.07607090103397342
45,0.02141802067946824,0.07607090103397342
46,0.02141802067946824,0.0775480059084195
47,0.022895125553914326,0.0775480059084195
48,0.022895125553914326,0.07828655834564253
49,0.023633677991137372,0.07828655834564253
50,0.023633677991137372,0.07976366322008863
51,0.024372230428360415,0.07976366322008863
52,0.024372230428360415,0.08050221565731167
53,0.0258493353028065,0.08050221565731167
54,0.0258493353028065,0.08197932053175776
55,0.026587887740029542,0.08197932053175776
56,0.026587887740029542,0.0878877400295421
57,0.030280649926144758,0.0878877400295421
58,0.030280649926144758,0.0967503692762186
59,0.03175775480059084,0.0967503692762186
60,0.03175775480059084,0.10044313146233383
61,0.03249630723781388,0.10044313146233383
62,0.03249630723781388,0.10118168389955687
63,0.033973412112259974,0.10118168389955687
64,0.033973412112259974,0.10265878877400296
65,0.03471196454948301,0.10265878877400296
66,0.03471196454948301,0.1085672082717873
67,0.03545051698670606,0.1085672082717873
68,0.03545051698670606,0.11078286558345643
69,0.0361890694239291,0.11078286558345643
70,0.0361890694239291,0.11225997045790251
71,0.03766617429837518,0.11225997045790251
72,0.03766617429837518,0.11299852289512555
73,0.03840472673559823,0.11299852289512555
74,0.03840472673559823,0.1137370753323486
75,0.04062038404726736,0.1137370753323486
76,0.04062038404726736,0.11742983751846381
77,0.0413589364844904,0.11742983751846381
78,0.0413589364844904,0.11816838995568685
79,0.04283604135893648,0.11816838995568685
80,0.04283604135893648,0.1189069423929099
81,0.04357459379615953,0.1189069423929099
82,0.04357459379615953,0.12186115214180207
83,0.045051698670605614,0.12186115214180207
84,0.045051698670605614,0.12259970457902511
85,0.04579025110782865,0.12259970457902511
86,0.04579025110782865,0.12481536189069424
87,0.047267355982274745,0.12481536189069424
88,0.047267355982274745,0.12850812407680945
89,0.048005908419497784,0.12850812407680945
90,0.048005908419497784,0.13515509601181683
91,0.04874446085672083,0.13515509601181683
92,0.04874446085672083,0.13663220088626293
93,0.04948301329394387,0.13663220088626293
94,0.04948301329394387,0.1395864106351551
95,0.050221565731166914,0.1395864106351551
96,0.050221565731166914,0.14180206794682423
97,0.05096011816838995,0.14180206794682423
98,0.05096011816838995,0.14697193500738553
99,0.051698670605613,0.14697193500738553
100,0.051698670605613,0.1484490398818316
101,0.05243722304283604,0.1484490398818316
102,0.05243722304283604,0.15140324963072377
103,0.053175775480059084,0.15140324963072377
104,0.053175775480059084,0.15214180206794684
105,0.05391432791728213,0.15214180206794684
106,0.05391432791728213,0.15583456425406203
107,0.05465288035450517,0.15583456425406203
108,0.05465288035450517,0.1587887740029542
109,0.055391432791728215,0.1587887740029542
110,0.055391432791728215,0.15952732644017725
111,0.056129985228951254,0.15952732644017725
112,0.056129985228951254,0.16248153618906944
113,0.05760709010339734,0.16248153618906944
114,0.05760709010339734,0.16322008862629248
115,0.058345642540620385,0.16322008862629248
116,0.058345642540620385,0.16395864106351551
117,0.05982274741506647,0.16395864106351551
118,0.05982274741506647,0.16912850812407682
119,0.060561299852289516,0.16912850812407682
120,0.060561299852289516,0.172821270310192
121,0.061299852289512555,0.172821270310192
122,0.061299852289512555,0.17355982274741508
123,0.0620384047267356,0.17355982274741508
124,0.0620384047267356,0.1757754800590842
