FPR,TPR
0.0,0.0
0.0014771048744460858,0.0
0.0014771048744460858,0.0029542097488921715
0.0029542097488921715,0.0029542097488921715
0.0029542097488921715,0.004431314623338257
0.004431314623338257,0.004431314623338257
0.004431314623338257,0.007385524372230428
0.005908419497784343,0.007385524372230428
0.005908419497784343,0.008862629246676515
0.007385524372230428,0.008862629246676515
0.007385524372230428,0.0103397341211226
0.0103397341211226,0.0103397341211226
0.0103397341211226,0.013293943870014771
0.011816838995568686,0.013293943870014771
0.011816838995568686,0.019202363367799114
0.014771048744460856,0.019202363367799114
0.014771048744460856,0.0206794682422452
0.01772525849335303,0.0206794682422452
0.01772525849335303,0.023633677991137372
0.019202363367799114,0.023633677991137372
0.019202363367799114,0.028064992614475627
0.0206794682422452,0.028064992614475627
0.0206794682422452,0.029542097488921712
0.022156573116691284,0.029542097488921712
0.022156573116691284,0.0310192023633678
0.023633677991137372,0.0310192023633678
0.023633677991137372,0.03988183161004431
0.025110782865583457,0.03988183161004431
0.025110782865583457,0.04283604135893648
0.028064992614475627,0.04283604135893648
0.028064992614475627,0.050221565731166914
0.029542097488921712,0.050221565731166914
0.029542097488921712,0.051698670605613
0.03249630723781388,0.051698670605613
0.03249630723781388,0.060561299852289516
0.03545051698670606,0.060561299852289516
0.03545051698670606,0.07385524372230429
0.03692762186115214,0.07385524372230429
0.03692762186115214,0.07533234859675036
0.03840472673559823,0.07533234859675036
0.03840472673559823,0.07976366322008863
0.03988183161004431,0.07976366322008863
0.03988183161004431,0.08124076809453472
0.04283604135893648,0.08124076809453472
0.04283604135893648,0.08862629246676514
0.04579025110782865,0.08862629246676514
0.04579025110782865,0.0915805022156573
0.047267355982274745,0.0915805022156573
0.047267355982274745,0.0930576070901034
0.051698670605613,0.0930576070901034
0.051698670605613,0.09748892171344166
0.053175775480059084,0.09748892171344166
0.053175775480059084,0.10782865583456426
0.05465288035450517,0.10782865583456426
0.05465288035450517,0.11225997045790251
0.056129985228951254,0.11225997045790251
0.056129985228951254,0.13146233382570163
0.05760709010339734,0.13146233382570163
0.05760709010339734,0.1344165435745938
0.059084194977843424,0.1344165435745938
0.059084194977843424,0.13737075332348597
0.060561299852289516,0.13737075332348597
0.060561299852289516,0.14032496307237813
0.0620384047267356,0.14032496307237813
0.0620384047267356,0.14180206794682423
0.06499261447562776,0.14180206794682423
0.06499261447562776,0.1447562776957164
0.06794682422451995,0.1447562776957164
0.06794682422451995,0.14771048744460857
0.07090103397341212,0.14771048744460857
0.07090103397341212,0.15214180206794684
0.07385524372230429,0.15214180206794684
0.07385524372230429,0.1536189069423929
0.07533234859675036,0.1536189069423929
0.07533234859675036,0.15657311669128507
0.07680945347119646,0.15657311669128507
0.07680945347119646,0.15805022156573117
0.07828655834564253,0.15805022156573117
0.07828655834564253,0.16100443131462333
0.07976366322008863,0.16100443131462333
0.07976366322008863,0.16248153618906944
0.08124076809453472,0.16248153618906944
0.08124076809453472,0.16395864106351551
0.0827178729689808,0.16395864106351551
0.0827178729689808,0.16838995568685378
0.08419497784342689,0.16838995568685378
0.08419497784342689,0.18463810930576072
0.08567208271787297,0.18463810930576072
0.08567208271787297,0.19940915805022155
0.08714918759231906,0.19940915805022155
0.08714918759231906,0.20088626292466766
0.08862629246676514,0.20088626292466766
0.08862629246676514,0.20974889217134415
0.09010339734121123,0.20974889217134415
0.09010339734121123,0.21122599704579026
0.0915805022156573,0.21122599704579026
0.0915805022156573,0.21270310192023634
0.0930576070901034,0.21270310192023634
0.0930576070901034,0.21565731166912852
0.09896602658788774,0.21565731166912852
0.09896602658788774,0.2171344165435746
0.10044313146233383,0.2171344165435746
0.10044313146233383,0.2274741506646972
0.1019202363367799,0.2274741506646972
0.1019202363367799,0.22895125553914328
0.10487444608567208,0.22895125553914328
0.10487444608567208,0.23190546528803546
0.10635155096011817,0.23190546528803546
0.10635155096011817,0.23485967503692762
0.10782865583456426,0.23485967503692762
0.10782865583456426,0.23929098966026588
0.10930576070901034,0.23929098966026588
0.10930576070901034,0.24519940915805022
0.11225997045790251,0.24519940915805022
0.11225997045790251,0.25258493353028066
0.1137370753323486,0.25258493353028066
0.1137370753323486,0.2570162481536189
0.11521418020679468,0.2570162481536189
0.11521418020679468,0.25997045790251105
0.11669128508124077,0.25997045790251105
0.11669128508124077,0.2614475627769572
0.11964549483013294,0.2614475627769572
0.11964549483013294,0.2673559822747415
0.12112259970457903,0.2673559822747415
0.12112259970457903,0.27031019202363366
0.1240768094534712,0.27031019202363366
0.1240768094534712,0.27474150664697194
0.12850812407680945,0.27474150664697194
0.12850812407680945,0.2821270310192024
0.1344165435745938,0.2821270310192024
0.1344165435745938,0.28360413589364847
0.1358936484490399,0.28360413589364847
0.1358936484490399,0.29246676514032494
0.13737075332348597,0.29246676514032494
0.13737075332348597,0.2998522895125554
0.14180206794682423,0.2998522895125554
0.14180206794682423,0.30132939438700146
0.1432791728212703,0.30132939438700146
0.1432791728212703,0.30280649926144754
0.1447562776957164,0.30280649926144754
0.1447562776957164,0.30428360413589367
0.14623338257016247,0.30428360413589367
0.14623338257016247,0.3087149187592319
0.14771048744460857,0.3087149187592319
0.14771048744460857,0.3175775480059084
0.15066469719350073,0.3175775480059084
0.15066469719350073,0.3190546528803545
0.15214180206794684,0.3190546528803545
0.15214180206794684,0.32791728212703103
0.155096011816839,0.32791728212703103
0.155096011816839,0.3293943870014771
0.15657311669128507,0.3293943870014771
0.15657311669128507,0.3353028064992615
0.15805022156573117,0.3353028064992615
0.15805022156573117,0.3412112259970458
0.16248153618906944,0.3412112259970458
0.16248153618906944,0.3515509601181684
0.16395864106351551,0.3515509601181684
0.16395864106351551,0.35302806499261447
0.1654357459379616,0.35302806499261447
0.1654357459379616,0.3559822747415066
0.16838995568685378,0.3559822747415066
0.16838995568685378,0.35745937961595275
0.16986706056129985,0.35745937961595275
0.16986706056129985,0.35893648449039883
0.17134416543574593,0.35893648449039883
0.17134416543574593,0.3707533234859675
0.172821270310192,0.3707533234859675
0.172821270310192,0.37370753323485967
0.1757754800590842,0.37370753323485967
